sentence,label
@user #EndDACA Only AMERICANS should vote for elected officials!!! Not dead or illegal people. But then how would you get any votes! #ENDDEMOCRATS,1
Who close and control the borders for citiziens or refugees from Nigeria. They might bring the lassafever to us. WHO warns !,1
"#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.",1
but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether,1
Youth care worker charged with molesting 8 immigrant boys at Arizona shelter via @user,0
"@user With Patriotic&amp;honest CM now in place in Assam,must go all out for sealing borders wid BGD to stop influx of illegal migrants",1
@user Every Country has a Right to Defend its Border and determine who comes into their Country #Immigration is not a Right,1
"Do it, please. Make #illegals the defining issue of the mid-term election. Let the left defend illegals at the expense of citizens. #DeportThemAll #ArrestTheEmployers #EndDACA",1
The first time you get 100 likes on a post,0
@user @user @user THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M…,1
@user WHAT YOU SAY BITCH NIGGA HOE?,1
@user The increase of gun ownership has led to an overall decrease in homicides. And increasing intolerance towards who? People smugglers? Drug cartel members? People who cheat the system essentially flip the bird to legal immigrants waiting in,1
@user Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍,1
When someone spends money copyrighting their shitty memes that no one would steal if you asked them to,0
"Have some dignity! Stop using whore shit to set the standard, we got grandmother's etc. We know what real women is",0
When your best friend gets out of that relationship and you finally have your hoe'ing partner back,0
The woman who #accused nelly of #rape has dropped her case.,0
The Plague of One-Dimensional Analysis,0
#Filth @user #Nodaca #Deporthemall going to go turn on the phone now that you have to babysit that stupid gang behavior and idiotic graffiti. #Berkeley #CAdeservesbetter,1
I wonder if rick will make another deal with those crazy ass women 🤔 and if that crazy ass nigga will actually hoe Daryl again 😐,1
VIDEO: (Part three) #BNP A frame trailer with patriotic sound system. #immigration #Brexit #Patriots #islam,0
@user I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck,1
Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,1
"DOJ website lists cases of immigration fraud, check it out! via @user  Oh my...",0
@user I know and understand all this. But it is still not OK to rape and abuse women just because we don't…,0
"guy: ""i want a girl who's smart. but i also want a girl who is a total and complete slut whore.""me: ""how bout a smart slutwhore?""",1
"Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little whore",1
My whole life is a bunch of awkward situations strung together by alcohol,0
@user @user @user Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍,1
"@user what does the word 'Parody', clearly stated in the bio, mean to you?",0
@user Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!,1
This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,1
Where tf are you ! I miss your white black ass hoe ! Mf c*ck sucking whore ‼️💖❣️😘,1
This was an act of war-not a homicide.,0
"When a person applies for assistance, Department of Health and Human Services reviews application and either grants or denies this assistance. If ""immigrants"" are using the  ""welfare"" they were granted... Did the @user put #logic in a cage too?",0
"@user so women should be seen and not heard, stay in the kitchen and cook dinner while pregnant? #SCOTUSKavanaugh",0
Almost 400 migrants rescued off Spanish coast,0
Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now,1
EU migration policies seen building blocks for 'Fortress Europe' EU clueless idiots do not realize that asylum seekers are actual invaders that will crush Europe.,1
I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary,1
break up with your girlfriends before you leave for college. Theyre just gonna tie you down and we all know they're gonna cheat #WomenSuck,1
@user has got to go. Her time is up. We need people in touch with #reality that back @user and are not looking to destroy our great country.#MAGA #Trump #DrainTheSwamp #DrainTheDeepState #Trump2020 #BuildThatWall,1
Can @user get an apology already? Sick of men claiming women are hysterical.,0
"@user Bitch stfu i talk to u everyday u the one who forget yo place, HOE",1
"Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck",1
"But for the fire crew of Mexican immigrants, politics never enters the mind. This isn’t about @user or his supporters, or about border walls. It’s about the pride of protecting people’s homes. #Immigration",0
@user The rise of ISIS is due to the aid they received from Assad. The refugees are mostly fleeing from Assad. It is Corbyn with his pro-Assad policy who should hang his head in shame.,0
no u told me im a cunt bc i didnt report my rape to police when i was 6.,0
"More than a dozen arrested as protesters, counter-protesters clash in Berkeley ""Nazi scum, we'll shut you down, Berkeley is an immigrant town,"" WOW this is taste of future for whites in America",0
"Vienna: After 7 years the city has over 1,8 mio. people. More than a third are foreigners, mostly refugees. Syrieans, Afghanis and Somalien are top.",0
Bitches be postin pics of them in the bath after droppin a bath bomb in it lookin like they shit a smurf out,1
IT NEVER ENDS! #BuildTheWall #BuildThatWall !!!!!!!,1
Prince think he slick AF... He got everyone out here fooled,0
Facebook's new political advertising policy denounced...  Natural Law #Libertarian idea: The difference between private business versus government trying to control your behavior is the absolute ability to boycott private business...,0
Students in Arunachal threaten to launch 'Operation Clean Drive' from August 17  if illegal migrants do not leave the state before that. Download app for more: AndroidÂ https://t.co/76bEFEIB7UiPhoneÂ https://t.co/oqQkZ8i7Q2,1
"Spain: still welcoming rescued migrants, but no more special concessions",0
"New @user story by @user on #HostileEnvironment in homes, NHS, schools, unis&amp;more.  Here's a film &amp; links to our research on this since 2013 #GoHomeVan  You can download our @user book here:",0
Worker Charged With Sexually Molesting Eight Children at Immigrant Shelter via @user #realDonaldTrump do something about this disgrace and stop separating children from their parents.,0
Stunned tourists look on as dozens migrants land on packed Spanish beach and sprint off,0
@user seth robbed my pussy 💘💘 oomf sweetie im so sorry that u have to deal with this annoying bitch,1
@user @user Illegal Immigration is Not  A Right it is a Crime !,1
After the first time you sleep 2 guys in the same day,0
Austria trying to save itself from Muslim migrant invasion too.... Turkey’s President Tayyip Erdogan denounces Chancellor Kurz. So what!https://t.co/QcM4bMFHno,1
Businesses Should Move out of #California #Democrats Put Criminal Illegals Before U.S Citizens to a State that Enforces All #Immigration Laws and puts #AmericansFirst #Trump #MAGA  #WalkAway,0
#NJ Should NOT be a facilitator for the concealment of illegal aliens. Granting driving licenses There is no background check on Illegals to determine if they pose a national security threat #RedNationRising #Immigration #Trump #MAGA #SendThemBack,1
The woman who is accusing Nelly of rape wants to drop the investigation bc she thinks the system will fail her. This broke my heart...,0
My grandma called her hoe she said bitch you a hoe yourself going with a married man and go to church every week LMFAOOOOOOOOOOOOOOOOOOOOOOO,1
"Saudi Arabia Suspends Diplomatic, Trade Ties With Canada Over ""Blatant Interference"" | Zero Hedge The Saudi's should help out,  with all the so called migrants........but none are to be found..in Arabia...wonder why?..........",0
ALL YOU PUSSY BOYS FALL BACK!,0
"More rapes in Halifax by Muslim migrants, as rape culture invades our high-trust society",1
How did you get time off school?,0
@user @user @user domthis would/should be goal of the season already stupid cunt refs,1
more worried about your skank ass girlfriend than your own kids i see your true priorities,1
@user fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt,0
Why hasn't a female been to the moon? Because it hasn't needed cleaning yet!,1
@user I call them a whale ass hoe? I was told bc everyone envies skinny women,1
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,0
@user Once a meathead always a meathead. ILLEGAL ALIENS IS NOT IMMIGRATION. #NoDACA #AmericaFirst,1
"UN reports, that 258 mio. humans from 8000 mio. on the planet are refugees. Mostly they go to industrial countries to have a better life. Its no political movement, only economic reasons.",0
@user Thank God Trump won!!!#MAGA #AMERICAFIRST#BuildTheWall #NoDACA #NoChainImmigration #NoAnchorBabies #NoSanctuaryCities #NoSanctuaryStates #TermLimits#DrainTheSwamp #GodBlessAmerica #GodBlessOurPOTUS#Trump2020,1
@user Are we Trumpers doing enough ??? or waiting on Trump n his Team to get it done #StandUpnBeHeard #SpeakUpForTheUSA #MakeADifference #DoSomething #VoteRed2018 #VoteRedToSaveAmerica #VoteDemsOut #WalkAway #KAG2018 #BuildThatWall #DraintheSwa,1
Germany considers tough response to #Spain migration 'surge',0
"New Zealand is a country built on immigration. While some may call it as ""The elephant in the room"", immigration has always proven to be an asset for NZ employers.Congratulations to our client Dinu Fabian on getting his Skilled Migrant Residence approved!#BrainGainNewZealand",0
"Refugees are not welcome by the US, even though the US has created or is the reason via meddling/intervention/invasion &amp; occupation/arming &amp; assisting in the use of bombs &amp; air support, etc etc",1
"@user Why tf is Wendy’s rapping on twitter, get yo ass back in the kitchen before I rape that lil bitch in your profile pic",1
When you let a squirter sit on your face,0
If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,1
Why do girls follow me? All I do is make fun of them for how dumb they are #WomenSuck,1
"It is more then sad, it is anti-American, twitter is censoring the good guys because paid off by the bad guys like Soros, jsut like the #FakeNews media @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",1
@user I don't care even if you cook those illegals for breakfast #DeportThemAll #BuildTheWall #IllegalAliens #NoDACA #MAGA #Trump2020,1
When friends find out what a sick psychopath I really am ☺️,0
@user I run from those bitches,1
#Philippines Catholic bishops want total ban on deployment of Filipino workers to countries that do not have laws to protect #migrants #ucanews #voiceforthevoiceless @user @user @user,0
"@user No, Keith, you should be next. Your hysterical girlie rants are pretty hilarious, I might miss them…",0
When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story,0
"@user happens to women everywhere, not only rape but sexual abuse and pple still ask what she did to provo…",0
SINCE YOU'VE COMPLETELY PROVEN YOU'RE A COMPLETE BITCH THEN YOU'RE JUST A COMPLETE BITCH FOREVER AND IF YOU ARE ALL WOMEN ARE BITCHES,1
"URGENT, PLS SHARE: this man is trying to rape women he sees walking towards Manhattan on the Washington Bridge, if yo can identify him please call @user",0
American Citizens are being Victimized by Illegal AliensThe shocking findings by a new DOJ-DHS report. @user #NOAmnesty #NoSanctuary #EndChainMigration#DeportThemAll #HonorYourOath#ProtectUSA#KeepAmericansSafeIt is your JOB!,1
Is the U.S. preparing to house migrant kids on contaminated sites?,0
@user Shut the FUCK up you jobless whore,1
"@user @user And what AAP have done.Surpassed CONG in appeasement.Pushed Delhi to large slum.iIllegal muslim migrants seen all over.Go&amp;check NZM,Jamia",1
And HE HAD ANOTHER GIRL WITH HIM bitch she was shook,0
@user @user We needed a counter -balance for the rape apologists now? These hysterical women are…,1
Highly regarded Army veteran faces deportation. #AAPI,0
Girls get so mad when you fuck em and never talk to them again... It's so fucking adorable,1
âš¡ï¸ 2.9 million more refugees fled their home countries between 2016 and 2017.That's the biggest increase we have seen in a single year. Ever.https://t.co/JuUlS4r1DQ,0
"Your girl is a hoe, you need to let go She fucked a... — You sent this a few months ago. I just now got to i...",1
@user The uk suffers when there is uncapped migration we cant cope ask the midwives in hospitals ask our opion we wan to leave europe,1
Darla you trifling skank! #QueenSugar,1
Black woman are aggressive while white women are stupidly programmed by society to be nice damsels in distress read…,1
"@user @user So true, guys. Thanks for your support. Check out our account for info on upcoming events #maledominance",0
Dick em Dick em DOWN...DOWN...DOWN... I'll dick a bitch DOWN...DOWN...DOWN...,1
President Trump Participates in Roundtable Discussion on Immigration ‘“ 2:00pmÂ Livestream‘¦,0
"Our Daily Planet: EPA ignoring air pollution, immigrant fire crews battle fires in Trump country and an orca mom just can't let go (get your tissues!):",0
How I sleep after getting off,0
@user @user Although if you slag Muslims off ..you're probably get a knock at the door,0
STAY THE HELL OUT OF THE WATER. #ARABIANSEA Stupid cunts. #nuclearban #solarban #PSE #MondayMotivation #plasticfree #horses #UN #China #India #Iran #WaterBan #NO #NoDeal #NoDACA #immigrationfraud #Mexico,1
"@user When a man ejaculates inside the woman you love, he should be decent enough to marry. I hope that cunt proposed!!!",0
My family’s idea of a merienda for this moment is siopao. They really hate me. Me: *calls Tim Ho Wan* Do you deliver in elyu? 😢,0
"Isnt it wonderful - no water more; no food more; this is Europe which is just to get a desert. And many refugees, overpopulation evrywhere; climatchange is normally natures reaction. If humans will not reduced, nature will kill them with or without humanity.",1
@user i am looking for bulk seller for cpu and ssd and ram . pls contact me if you have stock .,0
These are poor Syrian refugees in camps,0
Should bring in #Clinton #CrookedH to testify about #UraniumOne &amp; #SteeleDossier — makes a BIG difference to US now!!!@ChuckGrassley Sets Rabid DEMS straight; rejects calls to bring @user back to testify again!#RussianDelusion #Mueller,0
"I'm using @user to search, filter, de-duplicate, and code #Twitter #data. running scrapes on #immigration since 2013... Another day another #realDonaldTrump tweetstorm -- or maybe it's another sort of Storm.  Try it for free for at",0
FUUUCCKK! ASS BITCH CUNT FART!!! I CAN'T BELIEVE IT!!!!!!!,1
"Romania, Czech Republic, Portugal and Poland, the highest employment rate among migrants born outside the #EU",0
"""Once someone is on Canadian soil and claims asylum, we have an obligation domestically and internationally to grant them a fair hearing."" #cdnimm #refugees",0
"#ICERaids sweeps up over 100 Illegal Aliens That Stole U,S Citizens IDS and SSN for #Jobs Illegal #immigration is NOT a Victimless Crime #Trump #MAGA #ExecutiveOrder",1
Barcelona mayor: 'it is our duty to welcome' migrants,0
@user You a lie and your barber a hoe too nigga your line up looking like a serrated knife,0
Trump stands with victims of immigrant violence,1
#BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall BUILD THAT EFFEN WALL!I'm sorry my Lord #Jesus but people are just deaf down here,1
I tweeted one day 'I hate broke hoes w rich bitch mouths' and now all the lil Houston 16's tweeting that shit 😂😂😂,1
And on and it goes. #BUILDTHATWALL,1
"The new hunter of the puppets of the EU establishment and the refugees (500.000 stay in Italia) is named SALVINI. Europe is running straight into the collaps, we will see. And only because Merkel likes to support 1,5 mio. refugees in Germany.",1
"The protesters banged in droves on the glass for the entire time I was in North Korea, Mao's grandson Mao Xinyu appeared at a meeting in Beijing on Friday. There is no review requirement under the Constitution to #BuildThatWall as a national defense issue - #BuildTheWall",1
Why do girls  have to post slutty facebook pictures along with lyrics to a terrible top 40 song? Cuz #WomenSuck,1
#NorthKorea is going to 'denuclearize' just like #Mexico is going to pay for the #Wall. Both pronouncements are examples of @user hot air. #ImmigrationReform @user @user,0
"@user “Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘",1
"@user only if a woman of good standing can back up what they are saying, I mean, can we trust men to not be hysterical?",0
"Emily Does vagina had dirt, gravel and pine needles in it after Brock turned raped her while she laid unconscious on the ground. You dont want women to prove they were raped, you want them to accept it and shut the fuck up.",1
Beware of the feet you step on today. They may be linked to the hand you'll have to shake tomorrow.,0
@user Woow.. You can smoke cigaret and suke May Dick ...😉😊,0
We are excited to host the #ImmigrantStories film screening and panel today with @user to show how the Trump administration’s overhaul of immigration policy has forced the immigrant community to choose between deportation and medical care.,0
Send  message to the German Embassy loud and strong resign give ordinary Germans the right to say no to Immigration now not next  Year,1
@user @user Shut up cunt bitch whore,1
Watch: Benjamin Netanyahu backs Trump's decision to cut aid to the Palestinians and UNRWA - Free Speech Time - @user,0
"No one gives less fucks than the guy that comments 'check your DM, ma' on bitches posts",1
"Sweden’s chief prosecutor admits ""police can't enforce the law in areas controlled by Muslim migrants"" - Free Speech Time - @user",1
@user @user These illegal migrants must b deported without any remorse&amp;pity&amp; till they R still in India they must be denied all privileges &amp; facilities made available 2 other countrymen plus their movements &amp; whereabouts must b k,1
Even leftist volunteers given up on violent #Paris migrants lolhttps://t.co/IfkNt5LJhP,1
"If you've ever mentioned me to your therapist, give her my number, she probably wants to try out the dick that ruined you too",1
@user She probably was using it already before she took it stupid bitch.,1
@user @user Talk about NYers like that AFTER you've survived 9/11. Until then shut the fuck up. You are a nasty skank.,1
RT @user @user I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.,0
But she may not have realized how much. She met Josephine and Bien Fait and their family—refugees from the Democratic Republic of Congo—at the airport and immediately began supporting them as they rebuilt their lives in the U.S. /2,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,0
"YOU DON'T HAVE TO GO HOME BUT YOU CAN'T STAY HERE: For First Time In A Decade, Italian-Flagged Vessel Returns Migrants To Libya. Open Borders Activists Outraged",0
@user r doing wonderfully well dividing the nation when will u learn to treat ur own people the same as migrants no houses for them,1
When you and your mom are trying to figure out how to make you seem like a bigger whore than your sister,1
I hate it when people ask me for a favor... I've never asked anyone for anything specifically so I don't have to do anything for anyone,0
"I am an immigrant. 5 family members live in our home. I am a 44 year old female. 3 or more people in my household worked last year. I earned $5,000 last year. I work 50 hours per week. I live in AL cc'Rep. Martha Roby. #ImmigrantsAreUS",0
"Deputy Prime Minister of Italy, @user calls for anti immigration alliance across Europe!#immigration #Brexit #summer #whitegenocide #BNP #Wimbledon #WorldCup2018 #BrexitShambles",0
@user @user Such a skank you have to play on this.Get a life lol,1
@user @user Woman she is a cunt,1
@user you fucking suck a giant donkey cock. Get your shit together. No excuse for sudden 3am outages you fucks!,0
The author Cresa Pugh spent 2 months talking to #Rohingya individuals who are living in internal #displacement #camps. her research shows why there is little #hope of a #safe return soon for the vast majority of Rohingya #refugees. #world #catalyst #change,0
"My head game is strong AF, but my head games are even stronger...",0
"Austrian, Italian and German interior ministers discuss migration",0
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,1
"7: because every single fucking woman in Austin, is nothing but a gold-digging bitch.",1
"#FromOurPartner - ""The Eternal City's most ethnically diverse neighborhood"" in this week's #LetterFromRome #ucanews #LaCroixInt #thereforthevoiceless #migrants #Vatican @user @user @user @user @user",0
RT @user caught myself giving a dirty look to a pigeon today. no one is safe.,0
if thor hadn’t have survived the snap he would’ve made his into a record of immigrant song i don’t make the rules,0
"@user There's an agenda Jprdan:  White genocide is a crime.'EU funded report tells journalists not to write negative articles on migrant crisis'  ""It even urges them to report colleagues to the authorities for 'hate speech crimes'.""https://t.",1
She came to the U.S Illegally then was arrested as an accessory to her husband’s marijuana growing operation  - Drug Dealer Should have been Deported ASAP #FakeNews #Immigration,1
Article d’un prof contributeur ‘“ le fÃ©minisme dans l’Ã©ducation nationaleÂ : Ã©criture inclusive et immigrationnisme anti Â«Â White MaleÂ Â» via @user,0
Murdered by an illegal immigrant.,1
They are free to go back home!,1
KALAGOT LAGE!!! CANT YOU FUCKING WAIT FOR AC'S UPDATE? FYT ME SKANK,0
"Twitter just emailed me that the men trolling & name calling me off #MeToo ht didn't violate TOS. I'm just another whiny bitch cunt, then.😑",0
When your life's lit as FUCK,0
Identity cards 'would curb illegal immigration and prevent another Windrush',0
"RT: Woman who #accused nelly of #rape wants to drop charges. October 14, 2017 at 08:27AM #USSupportLLC Jason J Wat…",0
@user @user @user Is a millionaire #snowflake that never had to live around the immigrants he championed! He like all the #snowflake politicians is a hypocrite,0
Study: At least 1 in 10 immigrant children has 'interrupted schooling' #blogs #feedly,0
"EU LEADERS are upset with Italy for closing its doors to the ""cultural enrichment"" that Muslim migrants bring via @user Enrichment update",1
Theresa May defends why do not all the ruling classes open up their homes to migrants ordinary people are on waiting lists the other are not,0
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries",1
